rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_high_air,positioning_percent_most_back,positioning_percent_between_players,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,demo_inflicted,playstyle
gold-3,9,c4fd2a3c50dc47168c93703fa2f188b0,0.62,55.666,0.246,24.0,54.523,317.5,0.58,59.721,6.784,2.819,36.153,30.851,32.996,32.81,34.316,73.133,26.866,49.319,19.915,0.188,
gold-3,9,KurtKnoedel,0.47,29.333,0.227,10.666,31.833,404.6,0.909,60.286,9.442,3.174,29.132,32.967,37.901,34.504,34.432,68.244,31.755,47.347,24.262,0.286,
gold-3,9,76ef27edf14c4e5085272abd8c8a6b26,0.151,6.666,0.146,13.666,20.0,314.3,0.079,59.121,6.133,0.981,36.675,34.569,28.756,33.479,31.458,75.016,24.983,52.072,19.461,0.111,
gold-3,9,BadPapa22,0.203,6.666,0.17,11.666,12.5,212.8,0.174,51.93,3.773,1.349,46.129,26.148,27.723,28.995,42.38,75.288,24.711,62.732,13.321,0.083,
gold-3,9,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,0.422,59.695,6.661,1.934,35.416,31.702,32.882,30.432,37.694,72.096,27.903,48.034,21.328,0.115,
gold-3,9,643b96e8fc010900,0.368,34.166,0.079,5.0,48.333,380.2,0.704,63.056,11.857,2.556,37.889,30.606,31.505,32.537,36.381,68.985,31.014,48.966,22.032,0.133,
gold-3,9,Briansitoo707,0.177,24.074,0.097,37.037,35.0,187.2,0.307,59.378,5.995,1.418,22.626,34.767,42.607,31.438,34.107,61.978,38.021,46.093,23.131,0.076,
gold-3,9,76561198013656250,0.367,37.333,0.149,2.0,41.666,369.8,0.862,67.917,16.449,2.984,38.115,25.015,36.87,27.506,46.046,68.526,31.473,56.972,18.166,0.367,
gold-3,9,76561198072564300,0.445,20.333,0.176,13.666,30.0,374.0,1.582,66.413,19.977,1.586,41.46,23.496,35.044,22.102,53.223,70.66,29.339,54.488,21.779,0.378,
gold-3,9,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,0.661,60.073,7.746,1.622,33.714,29.233,37.053,34.046,35.064,67.97,32.029,43.602,26.88,0.328,
gold-3,9,9bb92a3de21396df,0.391,38.888,0.115,19.444,41.666,392.8,0.416,66.06,13.864,1.25,34.75,29.88,35.37,30.333,39.729,69.178,30.821,49.127,20.668,0.188,
gold-3,9,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,1.132,37.753,28.18,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
gold-3,9,8007f138d38fea09,0.298,39.259,0.128,17.037,40.0,331.1,0.461,58.13,9.537,2.111,41.742,26.251,32.007,35.585,38.061,73.379,26.62,57.806,18.657,0.273,
gold-3,9,********,0.324,11.904,0.177,19.047,13.333,322.2,0.445,61.521,10.195,1.858,38.25,30.519,31.231,32.99,35.647,72.265,27.734,51.772,18.991,0.126,
gold-3,9,329f210b00000900,0.332,20.833,0.198,16.666,19.166,214.9,0.486,59.034,5.691,1.394,28.475,32.283,39.242,34.258,33.481,65.742,34.257,46.941,23.044,0.174,
gold-3,9,76561198106916176,0.263,25.308,0.299,9.259,35.0,343.9,0.386,58.791,6.519,2.148,47.784,19.92,32.296,37.444,43.422,75.083,24.916,58.089,14.777,0.067,
gold-3,9,Talk_WALKINGDEAD,0.146,15.625,0.101,9.375,35.0,288.7,0.498,58.882,5.508,2.383,36.129,29.912,33.959,27.469,41.643,67.789,32.21,51.759,21.617,0.075,
gold-3,9,************,0.349,22.5,0.1,42.5,14.999,328.1,0.432,61.447,8.268,3.154,31.323,34.297,34.38,34.127,31.451,71.84,28.159,50.27,18.992,0.06,
gold-3,9,197795ebfc66444ab84439a94f5c3a1d,0.256,25.833,0.098,12.5,33.333,370.2,1.081,67.452,16.007,2.581,28.978,31.593,39.429,29.305,39.722,66.645,33.354,40.465,27.99,0.351,
gold-3,9,76561197982531009,0.286,23.333,0.094,5.833,30.0,323.9,1.009,58.965,7.179,1.563,33.245,29.516,37.239,30.685,38.238,66.839,33.16,46.577,25.825,0.546,
gold-3,9,4242fe0000000900,0.475,48.333,0.095,11.666,42.333,218.7,0.339,56.873,4.493,1.793,29.26,33.386,37.354,30.825,37.521,70.315,29.684,45.153,22.563,0.159,
gold-3,9,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,0.263,59.773,7.718,2.202,36.61,34.252,29.138,31.327,32.722,74.084,25.915,54.186,17.077,0.131,
gold-3,9,f49269c6398b4179955b2b31ce0faeb1,0.2,15.185,0.178,19.814,26.666,269.2,0.297,54.499,5.435,1.358,38.856,28.961,32.183,27.867,41.039,72.388,27.611,52.866,18.222,0.06,
gold-3,9,267b7bcd603244af929b0cfdca948e7b,0.808,64.111,0.27,14.777,50.142,349.3,0.804,63.96,9.591,6.398,37.841,25.811,36.348,36.79,38.595,70.346,29.653,48.737,23.2,0.26,
gold-3,9,590659dbf7010900,0.232,37.5,0.056,19.166,58.333,242.5,0.741,56.886,5.732,1.566,33.87,28.279,37.851,32.736,37.98,68.41,31.589,49.213,23.199,0.15,
gold-2,8,8d973b628a5f4cf2a94b8e2325606656,0.376,53.518,0.2,13.888,58.999,359.4,0.4,65.352,11.615,1.995,41.077,27.239,31.684,30.267,41.63,75.209,24.79,53.055,16.459,0.04,
gold-2,8,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,0.26,53.082,2.704,0.966,41.619,28.816,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
gold-2,8,mikestat23,0.278,25.833,0.164,25.833,23.333,159.1,0.412,52.321,3.152,1.341,39.99,31.013,28.997,30.061,37.834,77.541,22.458,57.333,14.385,0.039,
gold-2,8,46081687c51e444ea2fcdd22566da78e,0.638,49.285,0.191,18.333,51.249,275.5,0.913,60.943,8.381,1.203,40.726,24.211,35.063,34.067,41.684,69.537,30.462,49.837,21.717,0.503,
gold-2,8,b96de12aa76e4b44a8989d8c9699a10c,0.388,27.833,0.139,18.166,44.833,280.9,0.721,63.599,9.685,2.401,38.495,30.605,30.9,32.656,37.395,73.348,26.651,49.257,22.644,0.291,
gold-2,8,17adc134ec4147e3bf5ca6a068a709f6,0.291,14.5,0.1,12.333,23.333,214.6,0.612,58.052,6.426,6.704,33.379,28.386,38.235,30.318,43.437,65.404,34.595,49.707,24.446,0.338,
gold-2,8,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,1.604,39.04,30.25,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
gold-2,8,f2f52fe28a2c49e18dbfaf7d7bb428d0,0.417,30.333,0.134,34.0,53.0,320.6,0.813,59.817,4.432,1.588,28.113,31.14,40.747,43.699,27.13,68.025,31.974,43.389,23.716,0.294,
gold-2,8,3fbf67fec959491195acb9a5263c80b5,0.254,28.0,0.077,13.0,28.333,320.6,0.466,58.182,7.098,1.913,43.044,24.937,32.019,30.653,44.141,75.015,24.984,53.154,16.687,0.06,
gold-2,8,97dc5f8324ab4c15911ae8d31234c19a,0.639,38.015,0.054,19.285,38.111,406.8,0.745,62.334,11.705,1.179,35.848,26.978,37.174,37.658,32.762,74.163,25.836,43.67,26.903,0.224,
gold-2,8,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,0.227,56.847,4.688,1.705,32.23,39.18,28.59,27.636,32.636,69.666,30.333,51.88,17.269,0.073,
gold-2,8,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,0.956,62.552,10.449,5.567,27.704,29.418,42.878,50.537,22.465,67.815,32.184,49.737,22.907,0.113,
gold-2,8,hovergrave412,0.227,24.833,0.04,12.5,41.666,306.0,0.452,58.108,8.118,1.746,44.002,27.382,28.616,22.63,47.565,71.408,28.591,58.918,17.146,0.215,
gold-2,8,4e80e896f6010900,0.383,42.333,0.177,15.333,54.999,247.8,0.354,59.078,7.626,1.647,37.938,29.321,32.741,31.934,38.121,71.585,28.414,55.86,15.191,0.057,
gold-2,8,Hoppy__Camper,0.388,24.166,0.12,10.0,25.0,247.0,0.314,58.139,4.161,2.58,29.202,31.496,39.302,35.838,33.034,66.587,33.412,49.954,22.612,0.019,
gold-2,8,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,0.422,59.695,6.661,1.934,35.416,31.702,32.882,30.432,37.694,72.096,27.903,48.034,21.328,0.115,
gold-2,8,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,0.661,60.073,7.746,1.622,33.714,29.233,37.053,34.046,35.064,67.97,32.029,43.602,26.88,0.328,
gold-2,8,0dbbb5999bbd4059b65e0cdd56832c59,0.291,40.833,0.262,17.5,44.999,216.2,0.3,56.595,6.1,1.301,41.755,29.232,29.013,26.519,43.701,74.166,25.833,59.424,15.487,0.045,
gold-2,8,76561198098109332,0.211,50.0,0.148,19.791,25.333,228.5,0.429,56.465,4.26,1.323,31.029,31.5,37.471,31.783,34.072,67.634,32.365,49.563,20.661,0.079,
gold-2,8,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,0.263,59.773,7.718,2.202,36.61,34.252,29.138,31.327,32.722,74.084,25.915,54.186,17.077,0.131,
gold-2,8,76561198007312348,0.26,13.888,0.04,25.925,20.0,274.3,0.46,61.16,8.293,2.131,39.836,27.577,32.587,29.862,40.484,72.692,27.307,54.446,17.63,0.22,
gold-2,8,531e1a0800000900,0.279,29.375,0.16,16.041,45.0,241.1,0.459,57.104,5.028,1.435,35.855,27.453,36.692,30.517,41.569,69.505,30.494,49.244,23.024,0.02,
gold-2,8,462f6d87467f4626b7ea2c8d6951a7fe,0.297,35.166,0.14,13.666,48.333,472.6,1.286,67.626,16.903,1.223,32.029,30.686,37.285,31.03,36.964,73.617,26.382,41.693,27.958,0.393,
gold-2,8,3d1cef70f3010900,0.282,26.785,0.184,23.75,41.0,324.3,0.318,64.93,10.868,3.414,30.154,30.612,39.234,37.605,32.156,67.465,32.534,51.159,22.781,0.16,
gold-2,8,154e3070251349d193ae6e5a8ff0f20f,0.256,12.833,0.04,13.5,24.999,195.1,0.28,58.565,3.919,1.392,25.211,37.729,37.06,35.907,26.346,68.751,31.248,40.498,27.075,0.04,
gold-2,8,76561198050279846,0.992,51.738,0.198,29.761,37.999,372.5,0.678,62.278,8.383,2.344,37.918,27.53,34.552,38.989,33.353,76.821,23.178,47.126,24.183,0.158,
gold-2,8,f54d5088a1e0482d9baa5b3b0e2ce846,0.478,32.928,0.06,9.5,37.499,304.7,0.751,59.095,5.261,1.704,37.913,33.138,28.949,26.643,40.517,74.21,25.789,44.979,20.358,0.158,
gold-2,8,15a1bd239f9a40189cc48e52d6b5578e,0.492,39.38,0.275,27.0,33.333,260.1,0.317,56.96,4.884,2.078,39.728,25.512,34.76,32.526,40.219,74.799,25.2,49.485,22.949,0.155,
gold-2,8,6b84af0abdb94f59b3f5e7585f455b2d,0.31,20.0,0.2,25.0,25.0,165.8,0.16,52.313,3.921,1.564,56.855,13.18,29.965,32.736,51.54,82.558,17.441,63.88,11.039,0.02,
gold-2,8,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6.0,41.666,223.1,0.375,55.73,3.6,1.569,35.84,31.08,33.08,29.42,38.815,74.989,25.01,49.013,18.763,0.077,
silver-3,6,76561198242213060,0.291,42.5,0.155,7.5,60.0,223.4,0.138,55.6,5.08,2.139,48.845,24.337,26.818,25.856,48.704,78.702,21.297,56.704,14.343,0.059,
silver-3,6,76561197991244451,0.219,32.5,0.139,10.0,42.5,151.3,0.139,54.491,4.274,0.624,36.465,32.467,31.068,37.074,32.43,73.003,26.996,52.093,17.627,0.039,
silver-3,6,*************,0.569,31.785,0.12,32.857,24.952,236.6,0.497,56.778,5.883,2.111,34.517,32.951,32.532,35.667,30.163,72.391,27.608,47.347,23.187,0.1,
silver-3,6,b1efe5ec1dfb4188bee98ab9aafb16f8,0.335,27.916,0.159,18.75,33.333,340.1,0.568,62.252,10.194,3.744,34.151,33.67,32.179,33.018,33.369,70.946,29.053,49.274,20.488,0.257,
silver-3,6,e6884ac4de8744acb982b85783be1f85,0.666,44.0,0.209,15.666,50.833,324.2,0.539,64.121,11.502,3.334,45.383,27.575,27.042,25.327,44.01,77.265,22.734,53.072,18.676,0.119,
silver-3,6,f2b1df7b6f48430f9356caf1863bab0c,0.12,15.476,0.08,12.38,15.0,388.1,0.634,62.086,11.419,0.67,35.628,30.632,33.74,30.878,33.327,68.275,31.724,55.894,19.45,0.814,
silver-3,6,bc23c7c719f74c1ca9b5f78a4cbc0de5,1.091,65.833,0.253,5.666,36.222,458.9,1.014,69.908,20.18,6.954,34.933,27.832,37.235,37.591,33.597,74.979,25.02,46.673,24.371,1.095,
silver-3,6,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,0.254,60.108,5.401,2.042,34.037,28.115,37.848,34.213,34.821,66.663,33.336,45.464,22.108,0.037,
silver-3,6,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,1.604,39.04,30.25,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
silver-3,6,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,0.64,60.747,8.813,4.974,31.914,32.114,35.972,38.284,32.356,77.564,22.435,43.197,25.016,0.08,
silver-3,6,be692823918e4783a043ca4748ed0c22,0.32,9.166,0.219,28.833,15.0,382.4,0.519,68.156,17.377,6.949,28.683,36.625,34.692,36.77,27.993,73.931,26.068,50.161,19.724,0.12,
silver-3,6,**************,0.491,38.148,0.316,5.0,35.833,341.8,0.603,64.2,12.867,3.992,36.171,31.177,32.652,31.562,35.379,73.129,26.87,47.477,21.066,0.078,
silver-3,6,76561199070866081,0.4,33.333,0.3,30.416,27.5,385.5,0.78,65.647,10.818,4.106,36.933,32.677,30.39,31.397,35.644,73.449,26.55,50.768,17.148,0.179,
silver-3,6,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,0.26,53.082,2.704,0.966,41.619,28.816,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
silver-3,6,b721e2b614534eec991df5226b1d22bd,0.409,10.333,0.171,24.5,5.333,303.5,0.707,62.478,10.149,2.782,38.357,31.698,29.945,29.926,40.368,74.245,25.754,49.605,20.199,0.146,
silver-3,6,3e802b3fe2fa47d8bbabec696c0940bd,0.78,69.333,0.262,3.666,43.785,371.6,0.891,67.352,13.542,4.567,28.391,32.045,39.564,40.166,28.327,72.055,27.944,43.658,24.789,0.227,
silver-3,6,d69bcb0e66d34769bfc595db63d469d2,0.502,20.476,0.18,47.619,10.833,396.9,0.485,64.773,13.41,4.517,37.66,31.771,30.569,33.004,33.636,75.802,24.197,49.729,18.06,0.175,
silver-3,6,9a76801022ed4614856822d02acc42ae,0.688,54.5,0.238,11.5,65.0,450.6,0.883,74.604,23.357,6.437,31.811,30.571,37.618,34.482,35.058,71.466,28.533,43.191,25.685,0.099,
silver-3,6,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,0.555,61.134,7.062,1.814,43.007,28.945,28.048,28.158,40.814,78.717,21.282,54.329,14.707,0.06,
silver-3,6,0c59170163594d9ebe560ac27ac81e07,1.261,70.595,0.22,13.69,53.047,494.3,1.296,71.582,22.993,7.217,32.868,28.49,38.642,42.866,30.163,76.164,23.835,40.645,29.811,1.901,
silver-3,6,ac20c2e333884f8f8bed025142da3e0b,0.472,39.166,0.098,30.0,50.833,319.9,0.518,61.565,6.548,1.728,34.268,33.56,32.172,32.752,34.365,74.026,25.973,52.414,19.172,0.04,
silver-3,6,4c2476aa32494a9aa3da88403dbe8638,0.316,35.0,0.04,28.333,46.666,265.8,0.449,55.343,3.228,2.924,35.692,28.023,36.285,33.778,36.46,70.77,29.229,44.772,25.889,0.06,
silver-3,6,76561197992175257,0.397,29.629,0.158,17.592,34.999,160.6,0.337,49.252,2.501,1.531,34.591,29.738,35.671,32.373,38.375,69.374,30.625,51.186,22.052,0.0,
silver-3,6,db4caeb98ada40519c0246f7135ba3c7,0.463,39.074,0.1,20.37,35.833,237.2,0.442,57.917,6.794,0.876,32.656,31.196,36.148,35.937,32.867,72.154,27.845,47.708,22.647,0.117,
silver-3,6,286e7a2acb3e4c058b4f78235860e006,0.435,40.74,0.12,14.444,58.809,235.6,0.398,57.991,5.728,2.105,29.321,32.267,38.412,39.381,29.042,67.248,32.751,44.682,23.841,0.1,
silver-3,6,756d145e35bf4aa9ba631a08f440d4ca,0.94,60.333,0.34,10.833,41.666,398.6,0.68,64.678,13.834,4.396,30.318,32.211,37.471,39.485,30.608,75.708,24.291,48.436,21.154,0.08,
silver-3,6,1b13cf1c04cc474eba2d772ebd64cb18,0.118,3.333,0.1,19.833,10.0,172.0,0.178,51.447,3.219,1.308,35.718,31.499,32.783,24.982,40.03,73.249,26.75,51.32,17.744,0.06,
silver-3,6,Thug_Of_901,0.253,15.0,0.113,29.166,25.0,282.7,0.496,63.913,8.866,1.846,37.752,27.5,34.748,32.692,37.659,68.876,31.123,53.901,18.653,0.12,
silver-3,6,****************,0.734,40.0,0.272,20.0,31.214,329.9,0.499,64.504,12.175,4.57,31.425,33.977,34.598,36.223,31.487,73.906,26.093,50.052,18.964,0.1,
silver-3,6,93b54c4f8e064db3bf7ab3fa6b5918d3,0.68,47.0,0.1,12.083,80.047,307.7,0.84,58.495,9.626,6.02,28.762,31.477,39.761,31.467,36.179,71.217,28.782,42.588,26.709,0.42,
silver-2,5,75f3455f2cae4d6ba27e4b0bfe80e34f,0.452,37.666,0.04,42.0,47.166,356.1,0.767,60.782,9.81,2.26,25.645,32.336,42.019,45.865,25.487,66.001,33.998,45.669,27.26,0.36,
silver-2,5,76561198242213060,0.311,44.0,0.155,7.0,60.0,224.3,0.158,55.417,4.942,2.171,49.011,24.851,26.138,25.595,48.023,79.187,20.812,57.497,13.87,0.059,
silver-2,5,267b7bcd603244af929b0cfdca948e7b,0.808,64.111,0.27,14.777,50.142,349.3,0.804,63.96,9.591,6.398,37.841,25.811,36.348,36.79,38.595,70.346,29.653,48.737,23.2,0.26,
silver-2,5,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,0.254,60.108,5.401,2.042,34.037,28.115,37.848,34.213,34.821,66.663,33.336,45.464,22.108,0.037,
silver-2,5,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,0.64,60.747,8.813,4.974,31.914,32.114,35.972,38.284,32.356,77.564,22.435,43.197,25.016,0.08,
silver-2,5,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,0.26,53.082,2.704,0.966,41.619,28.816,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
silver-2,5,3e802b3fe2fa47d8bbabec696c0940bd,0.78,69.333,0.262,3.666,43.785,371.6,0.891,67.352,13.542,4.567,28.391,32.045,39.564,40.166,28.327,72.055,27.944,43.658,24.789,0.227,
silver-2,5,b721e2b614534eec991df5226b1d22bd,0.409,10.333,0.171,24.5,5.333,303.5,0.707,62.478,10.149,2.782,38.357,31.698,29.945,29.926,40.368,74.245,25.754,49.605,20.199,0.146,
silver-2,5,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,0.555,61.134,7.062,1.814,43.007,28.945,28.048,28.158,40.814,78.717,21.282,54.329,14.707,0.06,
silver-2,5,4c2476aa32494a9aa3da88403dbe8638,0.316,35.0,0.04,28.333,46.666,265.8,0.449,55.343,3.228,2.924,35.692,28.023,36.285,33.778,36.46,70.77,29.229,44.772,25.889,0.06,
silver-2,5,ac20c2e333884f8f8bed025142da3e0b,0.472,39.166,0.098,30.0,50.833,319.9,0.518,61.565,6.548,1.728,34.268,33.56,32.172,32.752,34.365,74.026,25.973,52.414,19.172,0.04,
silver-2,5,77001d1bfb010900,0.415,33.518,0.033,18.425,39.166,310.2,0.458,59.786,9.145,1.458,29.169,33.143,37.688,36.193,31.748,69.531,30.468,47.387,22.104,0.178,
silver-2,5,*********,0.373,26.851,0.154,40.74,27.5,375.3,0.471,65.839,13.106,4.382,36.569,33.437,29.994,35.836,30.929,73.485,26.514,48.749,18.589,0.096,
silver-2,5,76561198208316061,0.469,62.962,0.283,25.925,76.0,279.5,0.852,59.769,10.186,2.955,29.108,29.488,41.404,43.827,29.936,73.209,26.79,49.82,22.706,0.1,
silver-2,5,23cec20d370249a58d1e5734dd365949,0.193,5.555,0.198,13.888,10.0,238.9,0.268,53.286,4.142,1.152,45.675,27.687,26.638,26.754,41.357,78.591,21.408,63.969,12.917,0.11,
silver-2,5,f2a0ddf844d54097b4ee28cedc414fa3,0.44,42.5,0.32,30.0,25.952,316.1,0.519,59.73,8.105,3.172,29.853,26.375,43.772,41.386,35.099,67.475,32.524,47.741,21.012,0.18,
silver-2,5,756d145e35bf4aa9ba631a08f440d4ca,0.94,60.333,0.34,10.833,41.666,398.6,0.68,64.678,13.834,4.396,30.318,32.211,37.471,39.485,30.608,75.708,24.291,48.436,21.154,0.08,
silver-2,5,1b13cf1c04cc474eba2d772ebd64cb18,0.118,3.333,0.1,19.833,10.0,172.0,0.178,51.447,3.219,1.308,35.718,31.499,32.783,24.982,40.03,73.249,26.75,51.32,17.744,0.06,
silver-2,5,6537af8e728645b8af9d883a5d894d51,0.705,26.111,0.258,25.0,23.666,324.9,0.502,63.921,11.436,3.651,32.967,33.701,33.332,36.224,31.172,72.809,27.19,43.627,22.972,0.181,
silver-2,5,fb8ff52e545a4118aadb36b8570465ea,0.795,49.375,0.193,36.25,33.749,407.3,1.149,68.717,15.728,6.967,32.302,28.883,38.815,32.67,38.396,69.112,30.887,42.759,23.27,0.28,
silver-2,5,**********,0.278,23.958,0.276,6.25,37.5,326.5,0.355,60.452,8.66,1.73,35.003,34.552,30.445,30.905,36.136,73.555,26.444,53.81,16.9,0.119,
silver-2,5,76561198970701352,0.318,40.625,0.04,7.291,27.5,337.7,0.758,67.73,15.758,0.854,47.302,21.819,30.879,24.093,55.795,73.61,26.389,63.587,13.53,0.24,
silver-2,5,d98a7ba313af44ad98084c93dbcd0baf,0.576,62.166,0.288,15.333,43.333,395.3,0.708,66.091,17.245,7.329,30.951,32.663,36.386,43.002,25.828,75.429,24.57,52.493,18.849,0.174,
silver-2,5,2e2534cf094a4c92b95d0aba23708485,0.4,30.423,0.1,9.259,33.095,253.3,0.814,67.06,12.628,2.526,33.361,27.954,38.685,30.072,40.426,67.056,32.943,49.472,20.959,0.194,
silver-2,5,af1beed518be4c8684677d2f3ebd317a,0.469,17.708,0.248,22.916,11.5,391.7,0.604,68.06,15.706,4.08,29.59,34.267,36.143,37.306,30.857,68.798,31.201,52.067,22.952,0.33,
silver-2,5,ca6276a6e7074638a024ad5c00e25dc1,0.563,52.083,0.234,16.666,38.166,342.0,0.265,65.343,11.688,3.504,33.809,33.576,32.615,34.789,34.096,73.616,26.383,56.379,17.794,0.12,
silver-2,5,bb9e7406fa8f4cecbafb7180aa91a3a3,0.281,27.083,0.07,21.875,42.0,326.9,0.738,62.395,9.096,2.052,39.583,28.182,32.235,28.916,38.538,72.015,27.984,56.394,17.525,0.085,
silver-2,5,53491491f1010900,0.55,56.666,0.276,10.416,36.333,324.5,0.307,62.747,8.341,1.663,35.563,33.713,30.724,33.073,33.483,75.567,24.432,50.871,19.334,0.156,
silver-2,5,Angelofthebronx,0.4,13.541,0.16,33.333,4.5,319.7,0.56,66.282,13.988,2.764,33.326,32.916,33.758,32.846,37.612,72.086,27.913,54.936,17.704,0.14,
silver-2,5,f2b1df7b6f48430f9356caf1863bab0c,0.12,15.476,0.08,12.38,15.0,388.1,0.634,62.086,11.419,0.67,35.628,30.632,33.74,30.878,33.327,68.275,31.724,55.894,19.45,0.814,
silver-1,4,f5c876b36f2144bfae9a26d4b1a18cb1,0.42,35.666,0.24,20.333,44.166,393.0,0.72,65.721,12.754,6.581,36.696,30.101,33.203,32.004,36.365,71.59,28.409,48.416,21.221,0.179,
silver-1,4,565daa01c45944c1869b1b9a80ff8886,0.823,51.333,0.194,20.0,32.666,366.0,0.635,66.343,15.074,6.005,34.056,31.86,34.084,39.501,29.806,71.948,28.051,47.08,22.519,0.092,
silver-1,4,5f20b0ed66834c39a023c07a391db71b,0.538,32.833,0.23,29.333,34.833,324.4,0.582,63.773,11.823,3.75,36.943,32.0,31.057,32.987,34.155,75.784,24.215,45.483,21.406,0.205,
silver-1,4,75f3455f2cae4d6ba27e4b0bfe80e34f,0.452,37.666,0.04,42.0,47.166,356.1,0.767,60.782,9.81,2.26,25.645,32.336,42.019,45.865,25.487,66.001,33.998,45.669,27.26,0.36,
silver-1,4,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,0.254,60.108,5.401,2.042,34.037,28.115,37.848,34.213,34.821,66.663,33.336,45.464,22.108,0.037,
silver-1,4,196e51378e8f48458c523c1c2b1e6760,0.779,32.333,0.157,24.5,37.083,341.1,0.698,63.282,9.837,3.156,37.938,29.023,33.039,31.325,37.88,74.098,25.901,45.444,23.702,0.284,
silver-1,4,040d69d50f0b4566923696062dc5f10c,0.377,27.685,0.378,24.537,34.0,321.8,0.519,63.017,11.241,3.337,40.467,31.355,28.178,27.867,38.174,75.258,24.741,53.439,17.346,0.28,
silver-1,4,5e6d720dfd010900,0.769,39.833,0.079,28.166,31.944,417.9,0.759,71.656,22.059,5.907,29.638,30.502,39.86,42.206,28.899,69.613,30.386,42.114,28.136,0.449,
silver-1,4,**************,0.495,44.333,0.28,4.5,40.833,334.3,0.571,64.134,12.418,3.741,36.383,30.775,32.842,31.882,34.728,73.24,26.759,46.852,20.935,0.08,
silver-1,4,966bb225e07f4ab6a7d4ff342dc930b1,0.839,68.833,0.239,12.0,59.642,428.0,1.179,70.291,18.32,8.039,26.545,32.027,41.428,47.278,25.574,66.961,33.038,46.224,25.408,0.256,
silver-1,4,******,0.477,14.814,0.207,53.703,14.5,344.3,0.527,63.669,11.584,3.77,36.61,29.504,33.886,36.278,33.862,72.864,27.135,51.486,19.16,0.054,
silver-1,4,CornHolio400,0.599,44.166,0.404,37.5,29.523,372.6,0.679,64.908,10.339,3.877,30.618,33.257,36.125,37.936,31.924,72.781,27.218,49.956,20.289,0.055,
silver-1,4,darth_vadr07,0.218,10.185,0.334,7.407,18.333,223.7,0.278,54.886,4.563,1.342,46.694,28.259,25.047,30.751,34.334,79.033,20.966,62.769,10.17,0.038,
silver-1,4,5a8aef07ba4a44389d3dad32c092190c,0.376,52.592,0.1,22.222,38.333,341.3,0.257,69.069,16.14,1.669,34.396,32.307,33.297,27.992,41.062,70.834,29.165,54.89,15.909,0.14,
silver-1,4,Jayyy1218,0.312,40.833,0.309,5.833,65.833,305.0,0.391,61.286,8.016,2.011,39.548,31.92,28.532,29.484,38.424,75.601,24.398,56.131,14.878,0.098,
silver-1,4,db4caeb98ada40519c0246f7135ba3c7,0.463,39.074,0.1,20.37,35.833,237.2,0.442,57.917,6.794,0.876,32.656,31.196,36.148,35.937,32.867,72.154,27.845,47.708,22.647,0.117,
silver-1,4,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,0.64,60.747,8.813,4.974,31.914,32.114,35.972,38.284,32.356,77.564,22.435,43.197,25.016,0.08,
