rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken
silver-2,5,23cec20d370249a58d1e5734dd365949,0.193,5.555,0.198,13.888,10.0,238.9,24.326,10.41,2.131,17.934,36.666,11.117,0.268,53.286,4.142,71.4,27.447,1.152,45.675,26.638,26.754,41.357,78.591,21.408,63.969,23.112,12.917,0.11,0.147
silver-2,5,f2a0ddf844d54097b4ee28cedc414fa3,0.44,42.5,0.32,30.0,25.952,316.1,54.16,9.18,2.94,13.772,35.844,10.171,0.519,59.73,8.105,64.899,31.928,3.172,29.853,43.772,41.386,35.099,67.475,32.524,47.741,31.245,21.012,0.18,0.1
silver-2,5,756d145e35bf4aa9ba631a08f440d4ca,0.94,60.333,0.34,10.833,41.666,398.6,27.08,10.68,4.119,8.818,28.219,9.94,0.68,64.678,13.834,55.537,40.065,4.396,30.318,37.471,39.485,30.608,75.708,24.291,48.436,30.409,21.154,0.08,0.16
silver-2,5,1b13cf1c04cc474eba2d772ebd64cb18,0.118,3.333,0.1,19.833,10.0,172.0,36.561,7.545,1.729,6.743,19.485,16.964,0.178,51.447,3.219,75.806,22.885,1.308,35.718,32.783,24.982,40.03,73.249,26.75,51.32,30.935,17.744,0.06,0.12
silver-2,5,6537af8e728645b8af9d883a5d894d51,0.705,26.111,0.258,25.0,23.666,324.9,33.144,10.052,2.864,14.693,33.466,13.68,0.502,63.921,11.436,58.41,37.937,3.651,32.967,33.332,36.224,31.172,72.809,27.19,43.627,33.399,22.972,0.181,0.133
silver-2,5,fb8ff52e545a4118aadb36b8570465ea,0.795,49.375,0.193,36.25,33.749,407.3,56.02,13.863,4.304,5.712,22.858,16.658,1.149,68.717,15.728,59.016,34.016,6.967,32.302,38.815,32.67,38.396,69.112,30.887,42.759,33.97,23.27,0.28,0.167
silver-2,5,**********,0.278,23.958,0.276,6.25,37.5,326.5,87.157,8.871,3.231,11.18,33.552,15.154,0.355,60.452,8.66,68.964,29.305,1.73,35.003,30.445,30.905,36.136,73.555,26.444,53.81,29.289,16.9,0.119,0.138
silver-2,5,76561198970701352,0.318,40.625,0.04,7.291,27.5,337.7,89.902,8.711,5.194,11.481,26.357,24.578,0.758,67.73,15.758,61.925,37.22,0.854,47.302,30.879,24.093,55.795,73.61,26.389,63.587,22.881,13.53,0.24,0.06
silver-2,5,d98a7ba313af44ad98084c93dbcd0baf,0.576,62.166,0.288,15.333,43.333,395.3,43.009,7.677,4.538,8.019,24.071,21.642,0.708,66.091,17.245,54.209,38.46,7.329,30.951,36.386,43.002,25.828,75.429,24.57,52.493,28.656,18.849,0.174,0.261
silver-2,5,2e2534cf094a4c92b95d0aba23708485,0.4,30.423,0.1,9.259,33.095,253.3,25.332,7.949,4.021,5.139,24.86,23.776,0.814,67.06,12.628,63.599,33.873,2.526,33.361,38.685,30.072,40.426,67.056,32.943,49.472,29.568,20.959,0.194,0.137
silver-2,5,af1beed518be4c8684677d2f3ebd317a,0.469,17.708,0.248,22.916,11.5,391.7,99.571,8.454,4.249,13.454,34.012,18.836,0.604,68.06,15.706,57.712,38.207,4.08,29.59,36.143,37.306,30.857,68.798,31.201,52.067,24.98,22.952,0.33,0.05
silver-2,5,ca6276a6e7074638a024ad5c00e25dc1,0.563,52.083,0.234,16.666,38.166,342.0,93.795,8.313,3.517,9.336,26.422,20.363,0.265,65.343,11.688,62.921,33.573,3.504,33.809,32.615,34.789,34.096,73.616,26.383,56.379,25.825,17.794,0.12,0.1
silver-2,5,bb9e7406fa8f4cecbafb7180aa91a3a3,0.281,27.083,0.07,21.875,42.0,326.9,40.742,8.555,3.469,12.823,29.621,14.29,0.738,62.395,9.096,61.301,36.645,2.052,39.583,32.235,28.916,38.538,72.015,27.984,56.394,26.08,17.525,0.085,0.09
silver-2,5,53491491f1010900,0.55,56.666,0.276,10.416,36.333,324.5,51.355,7.8,3.511,12.587,33.065,13.187,0.307,62.747,8.341,68.211,30.124,1.663,35.563,30.724,33.073,33.483,75.567,24.432,50.871,29.793,19.334,0.156,0.1
silver-2,5,Angelofthebronx,0.4,13.541,0.16,33.333,4.5,319.7,69.06,11.04,3.519,8.85,26.884,13.803,0.56,66.282,13.988,62.678,34.557,2.764,33.326,33.758,32.846,37.612,72.086,27.913,54.936,27.359,17.704,0.14,0.08
silver-2,5,f2b1df7b6f48430f9356caf1863bab0c,0.12,15.476,0.08,12.38,15.0,388.1,108.76,12.289,3.372,27.326,53.906,8.142,0.634,62.086,11.419,73.765,25.564,0.67,35.628,33.74,30.878,33.327,68.275,31.724,55.894,24.654,19.45,0.814,0.209
silver-1,4,f5c876b36f2144bfae9a26d4b1a18cb1,0.42,35.666,0.24,20.333,44.166,393.0,45.599,7.5,4.2,11.511,31.064,19.981,0.72,65.721,12.754,55.805,37.613,6.581,36.696,33.203,32.004,36.365,71.59,28.409,48.416,30.362,21.221,0.179,0.14
silver-1,4,565daa01c45944c1869b1b9a80ff8886,0.823,51.333,0.194,20.0,32.666,366.0,25.366,9.134,3.806,12.135,32.138,15.449,0.635,66.343,15.074,54.337,39.656,6.005,34.056,34.084,39.501,29.806,71.948,28.051,47.08,30.399,22.519,0.092,0.21
silver-1,4,5f20b0ed66834c39a023c07a391db71b,0.538,32.833,0.23,29.333,34.833,324.4,79.548,12.655,3.024,5.65,23.039,12.761,0.582,63.773,11.823,68.68,27.569,3.75,36.943,31.057,32.987,34.155,75.784,24.215,45.483,33.109,21.406,0.205,0.118
silver-1,4,75f3455f2cae4d6ba27e4b0bfe80e34f,0.452,37.666,0.04,42.0,47.166,356.1,66.841,6.303,4.082,15.682,37.552,12.916,0.767,60.782,9.81,55.948,41.791,2.26,25.645,42.019,45.865,25.487,66.001,33.998,45.669,27.07,27.26,0.36,0.137
silver-1,4,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,26.638,8.279,1.911,14.676,43.747,8.362,0.254,60.108,5.401,61.308,36.648,2.042,34.037,37.848,34.213,34.821,66.663,33.336,45.464,32.427,22.108,0.037,0.154
silver-1,4,196e51378e8f48458c523c1c2b1e6760,0.779,32.333,0.157,24.5,37.083,341.1,49.626,8.514,3.816,10.366,30.947,15.414,0.698,63.282,9.837,67.733,29.109,3.156,37.938,33.039,31.325,37.88,74.098,25.901,45.444,30.852,23.702,0.284,0.184
silver-1,4,040d69d50f0b4566923696062dc5f10c,0.377,27.685,0.378,24.537,34.0,321.8,65.684,14.143,3.052,5.726,23.251,13.62,0.519,63.017,11.241,67.437,29.225,3.337,40.467,28.178,27.867,38.174,75.258,24.741,53.439,29.214,17.346,0.28,0.139
silver-1,4,5e6d720dfd010900,0.769,39.833,0.079,28.166,31.944,417.9,74.669,9.698,4.539,15.367,33.875,12.761,0.759,71.656,22.059,51.231,42.861,5.907,29.638,39.86,42.206,28.899,69.613,30.386,42.114,29.748,28.136,0.449,0.189
silver-1,4,**************,0.495,44.333,0.28,4.5,40.833,334.3,39.381,10.24,3.506,9.272,24.882,16.137,0.571,64.134,12.418,59.291,36.967,3.741,36.383,32.842,31.882,34.728,73.24,26.759,46.852,32.211,20.935,0.08,0.198
silver-1,4,966bb225e07f4ab6a7d4ff342dc930b1,0.839,68.833,0.239,12.0,59.642,428.0,44.318,10.772,5.292,13.297,30.911,9.918,1.179,70.291,18.32,47.48,44.479,8.039,26.545,41.428,47.278,25.574,66.961,33.038,46.224,28.367,25.408,0.256,0.199
silver-1,4,******,0.477,14.814,0.207,53.703,14.5,344.3,40.232,9.032,3.387,11.185,30.956,13.271,0.527,63.669,11.584,60.281,35.947,3.77,36.61,33.886,36.278,33.862,72.864,27.135,51.486,29.353,19.16,0.054,0.172
silver-1,4,CornHolio400,0.599,44.166,0.404,37.5,29.523,372.6,49.566,9.601,3.691,10.669,26.99,13.079,0.679,64.908,10.339,61.196,34.925,3.877,30.618,36.125,37.936,31.924,72.781,27.218,49.956,29.753,20.289,0.055,0.078
silver-1,4,darth_vadr07,0.218,10.185,0.334,7.407,18.333,223.7,38.709,5.561,2.901,8.131,21.666,24.658,0.278,54.886,4.563,67.061,31.596,1.342,46.694,25.047,30.751,34.334,79.033,20.966,62.769,27.059,10.17,0.038,0.239
silver-1,4,5a8aef07ba4a44389d3dad32c092190c,0.376,52.592,0.1,22.222,38.333,341.3,60.933,9.512,3.44,12.912,31.398,18.242,0.257,69.069,16.14,63.772,34.558,1.669,34.396,33.297,27.992,41.062,70.834,29.165,54.89,29.199,15.909,0.14,0.218
silver-1,4,Jayyy1218,0.312,40.833,0.309,5.833,65.833,305.0,31.688,9.149,3.201,6.521,23.211,12.008,0.391,61.286,8.016,64.245,33.743,2.011,39.548,28.532,29.484,38.424,75.601,24.398,56.131,28.989,14.878,0.098,0.155
silver-1,4,db4caeb98ada40519c0246f7135ba3c7,0.463,39.074,0.1,20.37,35.833,237.2,36.134,11.4,2.076,7.023,31.891,9.536,0.442,57.917,6.794,68.402,30.72,0.876,32.656,36.148,35.937,32.867,72.154,27.845,47.708,29.643,22.647,0.117,0.08
silver-1,4,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,17.98,9.479,3.54,6.533,25.842,9.679,0.64,60.747,8.813,59.291,35.734,4.974,31.914,35.972,38.284,32.356,77.564,22.435,43.197,31.785,25.016,0.08,0.16
silver-1,4,ddd0f2495bfd4db7b881a22677f58993,0.426,37.962,0.14,12.407,53.333,374.1,55.653,9.486,3.863,12.611,27.534,13.227,0.616,64.33,10.733,64.263,32.095,3.641,33.502,34.796,36.05,34.158,69.831,30.168,46.1,30.553,23.345,0.116,0.136
silver-1,4,a0ace87aadb7465abef65b0376c3ff7d,0.537,39.444,0.08,11.111,45.833,266.8,27.248,7.353,3.968,7.07,22.264,27.013,0.938,66.556,12.74,61.07,36.254,2.674,32.321,40.319,30.519,41.277,68.971,31.028,46.872,29.108,24.019,0.339,0.159
silver-1,4,160258298a4447e09014fbe35ef27328,0.505,56.666,0.091,13.333,36.499,361.3,25.82,15.462,2.915,10.108,36.434,5.054,0.598,66.143,11.916,60.851,35.087,4.06,33.324,34.082,38.493,31.268,72.014,27.985,46.79,30.976,22.233,0.012,0.136
silver-1,4,45183591b7cf4b599551922abbcf4c0d,1.224,68.289,0.143,19.567,52.833,430.5,67.926,11.046,4.372,13.49,32.036,11.705,1.232,65.786,14.714,59.765,35.319,4.914,27.075,40.819,46.969,24.79,73.401,26.598,38.742,30.572,30.685,0.331,0.126
silver-1,4,8d326288c43d4486afd874ac507f472a,0.606,30.833,0.305,22.5,25.333,458.1,63.84,11.74,4.258,15.291,34.32,8.978,0.857,70.76,21.397,50.812,41.667,7.519,32.071,36.103,36.63,33.703,68.294,31.705,46.435,31.47,22.093,0.246,0.16
silver-1,4,ee53dfcd265d410ca9ac00a77f4bd05e,0.804,48.333,0.175,27.5,22.047,450.1,67.188,14.021,4.321,12.333,30.336,10.292,0.793,70.217,20.366,57.42,38.397,4.182,28.107,35.779,37.581,29.598,72.763,27.236,42.171,32.608,25.22,0.133,0.077
silver-1,4,8e3d3b6340cb4a2b8ea64514e121bb06,0.574,27.0,0.19,39.833,29.166,378.9,53.382,11.59,3.458,9.856,36.557,6.135,0.695,67.399,13.716,57.504,38.412,4.082,36.58,33.144,32.147,36.225,76.553,23.446,44.882,32.752,22.364,0.125,0.072
silver-1,4,682a83759ae0450b933b1efc1f7c0486,0.485,34.259,0.156,33.333,28.999,373.4,34.955,11.448,3.232,14.271,35.2,8.796,0.687,62.391,8.463,61.928,34.105,3.965,33.725,32.463,34.363,31.109,74.426,25.573,46.05,32.965,20.984,0.078,0.175
silver-1,4,e1a5b033897f4ab495a524dce664c31a,0.585,43.333,0.173,20.74,48.0,338.9,31.008,13.0,3.154,8.744,29.333,12.719,0.745,62.286,8.578,66.883,30.448,2.667,36.543,30.785,33.089,35.39,77.459,22.54,50.387,30.351,19.261,0.2,0.06
silver-1,4,0d886397c73a47c1b6dab99f2a299c1a,0.58,53.833,0.24,5.0,47.666,241.1,19.76,6.839,3.04,5.382,18.539,26.672,0.26,51.604,3.417,79.11,19.555,1.334,53.488,23.926,30.83,46.898,86.04,13.959,65.1,24.72,10.179,0.219,0.1
silver-1,4,b8b8f50200000900,0.134,22.222,0.094,0.0,10.0,241.6,29.232,11.228,1.885,8.083,25.698,13.603,0.411,58.973,6.382,68.342,30.289,1.368,34.326,29.532,31.329,29.992,71.39,28.609,54.567,30.898,14.533,0.15,0.095
silver-1,4,3dbc225cc0f1464b8dd9406d572d90a8,0.419,38.666,0.199,10.666,38.666,278.4,27.82,8.439,3.12,4.83,18.807,13.299,0.399,58.491,6.043,63.239,34.332,2.428,38.334,28.511,36.459,31.935,79.437,20.562,53.583,30.783,15.632,0.02,0.06
silver-1,4,76561198970701352,0.318,40.625,0.04,7.291,27.5,337.7,89.902,8.711,5.194,11.481,26.357,24.578,0.758,67.73,15.758,61.925,37.22,0.854,47.302,30.879,24.093,55.795,73.61,26.389,63.587,22.881,13.53,0.24,0.06
