rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken
champion-1,16,CloudyHabitz,0.566,37.777,0.159,8.518,39.833,315.9,23.51,8.484,3.805,11.319,24.915,20.086,0.584,61.839,11.076,57.203,37.519,5.277,41.821,30.345,26.444,45.743,74.693,25.306,51.683,30.327,17.988,0.166,0.106
champion-1,16,76561198435428420,0.554,54.687,0.238,28.645,44.999,324.3,26.452,12.927,3.137,2.992,19.963,17.7,0.637,64.865,9.825,62.23,33.533,4.236,31.342,33.972,31.649,35.253,70.646,29.353,44.715,33.973,21.31,0.08,0.257
champion-1,16,76561198158841725,0.517,50.0,0.199,8.333,41.19,335.3,39.173,10.419,3.632,4.793,25.504,11.952,0.798,66.886,13.879,56.173,39.69,4.136,35.95,33.31,31.908,37.73,71.311,28.688,51.11,28.651,20.238,0.339,0.14
champion-1,16,99de0b0f00000900,0.38,9.791,0.26,38.333,10.833,310.1,23.12,8.939,3.2,6.955,19.018,13.826,0.52,63.83,10.306,60.082,37.283,2.634,34.464,33.037,30.546,36.519,70.733,29.266,48.977,31.743,19.278,0.02,0.16
champion-1,16,76561198318145263,0.385,42.592,0.227,0.0,29.761,309.5,27.213,9.06,3.071,9.151,24.713,9.839,0.696,61.7,7.208,63.037,34.178,2.783,27.175,39.102,34.898,30.719,66.165,33.834,45.952,33.101,20.946,0.107,0.193
champion-1,16,76561198288821335,0.418,12.5,0.133,40.0,16.19,316.8,23.591,9.74,3.48,6.876,28.866,12.76,0.552,62.969,9.327,58.61,37.574,3.815,37.914,31.883,30.196,37.821,72.481,27.518,48.288,31.699,20.011,0.14,0.053
champion-1,16,frei-Wolf4,0.529,42.176,0.237,7.142,27.333,331.6,40.544,7.08,3.242,8.837,23.231,20.715,0.641,63.834,13.974,51.299,42.513,6.187,36.599,31.601,32.699,37.923,74.524,25.475,51.9,26.821,21.278,0.154,0.039
champion-1,16,76561198086512000,0.46,35.396,0.219,30.396,54.666,289.0,41.52,10.22,2.64,8.626,22.823,11.363,0.44,58.917,7.013,67.287,31.272,1.44,35.21,30.184,34.055,29.747,77.21,22.789,50.037,30.195,19.767,0.16,0.3
champion-1,16,76561198111422637,0.406,38.518,0.186,24.444,58.0,385.2,122.654,9.601,3.818,14.564,37.143,9.956,0.664,67.513,14.902,62.336,34.82,2.843,28.645,37.11,35.606,28.733,70.355,29.644,49.263,27.61,23.125,0.316,0.115
champion-1,16,5d05aa42882fed6a,0.563,33.333,0.08,16.666,20.833,370.4,27.364,10.547,3.243,17.933,41.514,9.308,0.606,63.904,7.699,55.747,39.018,5.234,27.777,37.934,35.581,30.023,66.836,33.163,41.287,31.683,27.029,0.218,0.131
champion-1,16,d2990518ce8548f89a84ea6452afd68d,0.418,31.481,0.16,18.518,38.333,280.4,28.008,11.005,2.497,12.77,34.257,9.613,0.225,61.943,7.938,61.825,35.293,2.88,37.576,30.847,31.565,35.288,72.154,27.845,46.934,33.869,19.196,0.038,0.098
champion-1,16,e5b364aeee1f4ccbbb53f55d078cded6,0.538,39.166,0.397,3.333,37.666,409.3,87.079,8.097,4.294,16.053,34.829,13.556,0.567,67.752,15.238,58.272,36.557,5.169,35.534,32.358,35.057,33.778,75.304,24.695,52.862,28.759,18.378,0.164,0.157
champion-1,16,7021eca411754a7298ddf30a9ef373c4,0.549,40.333,0.276,33.0,30.928,476.2,81.493,10.824,4.657,16.803,40.65,8.783,0.733,71.626,20.752,48.856,44.314,6.829,33.821,34.508,39.104,31.68,72.764,27.235,47.576,29.415,23.008,0.118,0.183
diamond-3,15,82c2907127974698a71ec725ebeca904,0.639,51.357,0.2,16.5,30.499,388.4,64.3,15.76,3.68,8.912,26.302,11.74,0.64,65.526,12.387,62.367,35.162,2.469,39.478,28.202,33.465,36.744,75.291,24.708,50.919,31.658,17.421,0.199,0.08
diamond-3,15,60074cd8e4c3462eb2bfb8439e12b86a,0.179,5.0,0.148,25.0,5.0,333.5,36.042,9.441,3.566,12.15,31.821,11.096,0.536,61.026,8.538,64.143,32.267,3.589,39.135,32.122,29.035,39.443,74.373,25.626,49.27,31.103,19.626,0.144,0.172
diamond-3,15,d62fe771fa010900,0.61,34.166,0.38,22.5,41.833,430.6,59.632,8.149,4.657,15.652,27.058,14.627,0.873,67.2,14.756,52.741,39.833,7.424,31.25,38.943,41.657,30.91,71.912,28.087,46.363,31.154,22.481,0.1,0.14
diamond-3,15,76561198151361242,0.436,35.0,0.274,27.5,37.833,386.0,65.22,11.147,3.681,9.916,24.277,11.372,0.623,67.53,15.749,58.883,36.969,4.146,29.753,34.047,35.688,28.962,69.82,30.179,46.235,30.782,22.981,0.202,0.102
diamond-3,15,47f58b51b8c84adaad0bea806822f0bb,0.232,31.481,0.215,20.37,38.333,322.2,17.562,9.907,2.663,11.22,29.591,16.738,0.445,58.095,7.558,60.559,35.985,3.454,44.949,24.805,30.361,39.142,78.153,21.846,55.181,28.712,16.105,0.116,0.04
diamond-3,15,ef945dd12d444cadbee2e2c9afc224ad,0.48,36.0,0.114,12.833,36.785,343.8,53.158,9.929,3.666,11.178,30.19,8.97,0.646,66.395,10.821,63.025,33.295,3.679,36.979,31.617,30.71,36.9,72.809,27.19,51.211,30.157,18.631,0.23,0.249
diamond-3,15,76561198443744218,0.565,45.185,0.149,9.259,31.023,288.3,25.903,12.47,2.073,11.072,32.83,10.2,0.279,62.704,7.975,56.957,39.888,3.153,34.652,31.937,31.782,34.2,71.446,28.553,48.319,29.146,22.534,0.2,0.163
diamond-3,15,76561198129414016,0.514,54.444,0.243,29.629,49.333,314.6,13.279,9.787,2.799,8.299,28.112,9.343,0.66,60.926,9.779,57.408,39.933,2.657,28.944,32.782,36.409,27.855,70.737,29.262,48.623,30.476,20.899,0.075,0.207
diamond-3,15,SoareSamuel,0.312,16.111,0.195,16.111,25.0,235.9,32.562,6.473,2.757,6.347,19.286,18.491,0.781,56.943,6.189,63.523,33.547,2.928,36.082,37.893,26.056,44.486,68.485,31.514,46.977,27.921,25.1,0.097,0.137
diamond-3,15,inSaneXpLiciTe,0.228,15.185,0.113,32.592,21.666,337.7,39.259,10.132,3.375,13.646,31.053,10.801,0.781,64.913,11.012,58.926,36.818,4.255,30.164,36.225,33.599,32.513,69.019,30.98,46.919,32.45,20.63,0.108,0.14
diamond-3,15,76561198191312117,0.433,48.333,0.168,16.666,42.499,312.3,20.685,11.395,3.04,6.62,25.934,12.928,0.815,65.573,10.251,54.803,41.234,3.961,37.058,30.953,30.255,37.772,72.448,27.551,47.905,33.223,18.87,0.19,0.096
diamond-3,15,MikeWazovskiii,0.46,57.916,0.24,9.166,50.833,298.3,46.54,8.68,3.02,4.824,19.271,16.06,0.5,61.421,7.227,63.887,33.956,2.155,31.239,34.331,32.995,32.886,69.514,30.485,49.219,28.104,22.676,0.1,0.199
diamond-3,15,Dorasis,0.387,35.833,0.187,20.0,45.833,438.8,77.531,9.596,4.883,11.53,30.621,11.235,1.169,69.299,17.89,54.872,41.529,3.597,26.86,45.046,35.363,32.394,62.942,37.057,43.39,32.121,24.487,0.347,0.073
diamond-3,15,d811d5f9fc010900,0.289,29.166,0.262,18.333,40.0,377.5,62.199,9.179,3.517,24.429,46.25,6.936,0.731,62.5,11.436,57.599,39.183,3.216,27.954,37.627,36.737,29.554,66.509,33.49,45.148,29.059,25.792,0.079,0.164
diamond-3,15,603e0f0b68754ddba5d22485fc1c7537,0.199,17.708,0.239,0.0,30.0,393.0,54.354,12.23,3.437,8.72,30.417,11.61,0.879,65.647,11.455,58.511,37.805,3.683,31.149,37.387,33.784,33.916,67.813,32.186,48.176,28.698,23.125,0.459,0.1
diamond-3,15,Daniel96PS,0.451,19.791,0.309,15.625,15.833,175.3,6.747,10.264,1.253,3.182,19.547,10.408,0.214,53.852,3.359,68.176,29.267,2.556,36.139,30.871,34.798,30.634,73.647,26.352,54.614,27.882,17.503,0.04,0.175
diamond-3,15,560ab913c3b54cc28a248235c375bb9f,0.383,36.458,0.171,22.916,38.666,379.3,34.864,11.404,3.218,15.415,40.933,9.816,0.69,59.699,6.788,62.261,34.034,3.703,30.176,35.48,33.135,31.085,67.838,32.161,47.165,30.846,21.987,0.32,0.175
diamond-3,15,d6a70b02beb542fa9bd5d86d96892d6e,0.449,30.166,0.306,15.333,43.666,246.6,22.723,8.46,2.502,7.224,26.824,18.092,0.317,57.586,5.161,70.705,26.225,3.068,41.952,28.972,29.245,40.839,79.092,20.907,52.881,29.618,17.499,0.074,0.14
diamond-3,15,76561198260916789,0.407,43.333,0.235,17.5,54.999,380.6,47.008,12.132,3.414,11.748,29.434,11.425,0.655,65.434,12.268,56.914,39.034,4.05,33.665,32.438,31.446,33.762,73.886,26.113,48.027,30.385,21.586,0.1,0.135
diamond-3,15,jefemaestro_one,0.54,33.333,0.34,25.0,24.333,352.8,49.28,7.119,3.64,9.626,26.219,22.599,0.6,64.93,11.891,57.703,36.482,5.813,34.715,35.214,38.894,29.841,72.621,27.378,52.561,26.259,21.178,0.1,0.04
diamond-3,15,9eadf28fad6645289ed8d6ab23efcc75,0.403,33.333,0.269,7.407,24.999,295.4,35.987,10.651,3.462,4.684,16.742,18.131,0.826,59.952,6.573,64.417,31.425,4.157,35.642,33.102,34.464,34.286,74.159,25.84,51.445,29.697,18.856,0.202,0.129
diamond-3,15,76561198065352978,0.4,23.809,0.131,11.904,20.333,378.7,58.692,11.697,3.553,9.695,31.093,10.215,0.953,64.182,11.98,62.773,33.082,4.144,30.396,37.682,34.607,34.252,67.506,32.493,41.321,31.568,27.11,0.211,0.285
diamond-3,15,76561198860071206,0.437,19.444,0.195,27.777,10.333,314.9,53.683,13.268,2.269,9.409,29.287,9.73,0.557,62.83,8.777,63.853,32.415,3.731,33.326,32.008,34.44,31.491,71.895,28.104,42.222,33.217,24.559,0.2,0.135
diamond-3,15,70494707f9010900,0.406,40.952,0.235,16.666,34.166,379.7,72.711,7.697,4.228,9.914,30.268,15.544,0.572,66.426,13.517,62.852,33.004,4.142,41.356,29.385,29.586,39.153,73.889,26.11,47.137,31.042,21.819,0.27,0.155
diamond-3,15,76561198189794534,0.435,30.0,0.236,14.666,33.333,321.5,32.595,10.835,3.168,8.281,23.597,14.755,0.48,60.278,7.949,64.066,32.401,3.531,37.432,31.769,29.625,38.968,72.187,27.812,51.196,30.028,18.774,0.153,0.153
diamond-3,15,02f9d7dc25b44f5a87884bdfee413f14,0.522,14.814,0.252,18.518,14.444,393.7,50.005,9.295,4.044,13.006,29.588,12.068,0.814,67.369,13.766,54.282,40.762,4.955,30.098,36.036,37.363,30.906,70.796,29.203,49.115,30.436,20.447,0.132,0.238
diamond-3,15,76561198117514697,0.38,33.333,0.179,17.777,27.499,424.6,36.799,8.599,4.62,15.022,31.076,12.237,0.5,68.169,13.853,54.14,39.915,5.944,34.829,34.803,33.368,36.013,70.874,29.125,51.221,27.694,21.084,0.14,0.14
diamond-3,15,7356a58431f9429fba0de1f55a58056f,0.427,35.37,0.257,25.74,41.666,366.8,24.636,9.648,3.347,10.757,28.938,11.873,0.33,64.269,9.59,60.937,36.972,2.089,37.426,33.082,30.558,36.727,74.005,25.994,51.296,29.355,19.348,0.115,0.207
diamond-3,15,60d46510903d45bf922dbb7958e6356b,0.532,40.833,0.193,2.5,27.499,272.7,44.451,7.951,2.614,9.67,27.397,11.806,0.426,61.182,7.222,64.617,32.389,2.992,43.09,27.684,30.423,39.484,77.913,22.086,52.419,29.678,17.901,0.11,0.06
diamond-3,15,33076c0000000900,0.334,40.833,0.229,15.0,60.333,291.7,51.181,7.055,3.406,7.634,25.096,17.211,0.568,62.278,7.384,66.244,31.12,2.634,32.963,37.234,33.488,36.043,69.832,30.167,49.679,28.022,22.298,0.254,0.198
diamond-2,14,2070b0a2f8a742c0b187882691bb2789,0.592,55.303,0.159,9.545,44.999,339.3,39.875,10.675,2.955,11.169,34.549,9.055,0.371,61.76,8.699,63.024,34.984,1.99,30.594,35.126,38.338,29.824,72.413,27.586,45.681,31.284,23.034,0.136,0.157
diamond-2,14,76561198062756618,0.455,39.0,0.161,18.333,36.666,310.3,40.205,8.002,3.707,5.112,25.095,21.901,0.509,64.082,8.925,67.491,30.228,2.279,31.143,35.568,29.748,37.906,69.265,30.734,47.37,33.114,19.515,0.166,0.06
diamond-2,14,7a546367b1a040019eedd7040785c941,0.24,20.37,0.257,22.222,20.0,352.7,38.501,10.582,3.349,14.459,33.478,9.756,0.582,62.204,10.399,57.772,37.338,4.889,38.539,31.583,32.162,38.341,73.536,26.463,49.518,29.02,21.461,0.188,0.094
diamond-2,14,a066d20500000900,0.521,20.37,0.189,20.37,14.166,351.5,70.944,10.043,3.785,6.703,23.185,14.108,0.646,62.86,8.507,63.819,33.492,2.688,27.955,36.732,38.287,27.428,70.804,29.195,46.317,28.282,25.4,0.192,0.169
diamond-2,14,76561198260877908,0.418,35.185,0.29,25.0,28.333,289.3,20.596,9.648,2.809,9.748,28.017,14.527,0.283,59.282,6.281,59.416,37.069,3.513,38.41,29.147,34.431,32.827,72.415,27.584,50.33,31.012,18.657,0.02,0.115
diamond-2,14,76561198124590636,0.499,42.592,0.273,22.222,38.333,307.4,17.358,8.642,3.159,8.006,22.58,22.071,0.725,60.547,6.389,57.525,37.58,4.894,31.201,36.729,33.538,34.144,67.833,32.166,49.12,30.707,20.172,0.14,0.16
diamond-2,14,76561198048425690,0.293,21.296,0.1,2.777,30.0,331.9,48.868,7.662,3.611,11.272,28.036,20.55,0.551,63.539,11.735,60.46,37.062,2.477,36.844,31.613,34.602,33.326,72.424,27.575,52.975,27.983,19.04,0.213,0.14
diamond-2,14,76561198069041332,0.48,31.481,0.38,20.37,25.833,303.4,29.92,10.04,2.919,8.842,29.592,12.968,0.52,61.152,8.526,59.847,36.689,3.463,31.564,32.018,35.046,29.373,71.759,28.24,51.648,29.3,19.051,0.06,0.08
diamond-2,14,0927a72ee6054fbe8d5ec0faf32017bb,0.479,27.5,0.289,29.166,30.166,332.8,22.892,8.966,3.207,11.324,26.332,16.902,0.65,61.06,10.783,59.417,37.36,3.221,41.715,29.222,31.231,38.484,77.642,22.357,51.421,31.086,17.492,0.134,0.166
diamond-2,14,76561198010628911,0.557,22.916,0.131,23.75,11.666,335.3,36.17,10.285,3.18,10.634,28.971,12.836,0.513,62.291,9.043,63.069,33.13,3.8,29.745,33.806,31.106,33.581,71.017,28.982,47.844,31.204,20.95,0.111,0.1
diamond-2,14,76561198002444526,0.521,47.5,0.164,33.333,41.666,289.2,36.393,9.362,2.928,6.362,20.758,15.22,0.413,61.73,7.527,64.989,33.919,1.091,29.683,36.055,35.078,31.546,72.308,27.691,52.974,29.82,17.205,0.184,0.133
diamond-2,14,48deac376d5e4d03b0d4426736b6ece4,0.399,36.666,0.22,18.333,39.166,389.3,58.919,8.315,4.321,10.673,27.796,19.711,0.539,65.326,13.476,61.568,35.982,2.448,34.442,34.539,31.193,38.82,70.728,29.271,54.626,28.727,16.646,0.119,0.119
diamond-2,14,76561198076511548,0.391,29.629,0.271,37.037,36.999,379.5,43.24,10.618,3.327,10.185,29.901,11.192,0.332,62.013,7.896,61.292,37.109,1.597,33.022,30.57,33.542,30.007,76.034,23.965,52.534,30.958,16.507,0.02,0.06
diamond-2,14,76561198100194278,0.452,26.851,0.197,3.703,39.166,297.1,26.417,6.991,3.392,7.787,23.103,29.306,1.027,62.026,11.337,51.735,46.289,1.974,40.948,33.015,29.831,42.699,73.334,26.665,54.101,25.596,20.301,0.093,0.113
diamond-2,14,aki84uko_,0.276,5.0,0.127,8.333,5.0,435.1,110.813,7.681,5.227,11.543,27.781,18.635,0.991,71.36,18.787,55.888,40.774,3.337,31.859,38.531,29.259,41.424,64.786,35.213,47.115,28.974,23.91,0.383,0.038
diamond-2,14,76561198347430597,0.367,34.259,0.213,8.333,29.333,259.7,24.712,7.755,2.565,6.568,17.702,15.863,0.637,58.234,8.465,60.033,36.149,3.816,41.23,29.823,28.241,38.761,74.974,25.025,56.373,25.192,18.434,0.0,0.113
diamond-2,14,92a599e1f0fc4c71bc6f047d77721961,0.512,25.37,0.084,22.222,15.166,290.2,40.622,11.785,2.207,10.474,33.95,8.778,0.261,62.291,6.963,60.228,36.578,3.192,31.764,35.711,32.93,35.11,69.299,30.7,49.528,30.268,20.203,0.06,0.152
diamond-2,14,46ea1f9f9d444caba54e2f4a41386cc4,0.513,35.833,0.16,6.666,27.952,262.4,25.54,11.897,2.278,5.145,18.574,10.431,0.599,57.708,6.103,67.239,31.306,1.453,30.515,35.634,31.001,34.642,68.368,31.631,49.314,32.148,18.536,0.14,0.098
diamond-2,14,fc213e4e47394beca4ce8acce6c43552,0.672,36.19,0.248,14.285,35.833,430.7,87.124,9.54,5.228,19.802,40.787,17.179,1.176,62.643,12.575,64.807,33.077,2.115,32.602,38.781,31.761,41.883,67.645,32.354,50.793,26.06,23.145,0.468,0.2
diamond-2,14,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,20.588,11.707,2.383,8.102,27.153,13.513,0.265,57.626,3.978,68.606,28.372,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,29.505,13.271,0.113,0.073
diamond-2,14,1037560800000900,0.43,38.333,0.267,33.333,50.5,306.8,54.007,10.247,2.568,15.013,38.33,10.763,0.592,60.421,10.546,66.475,30.472,3.051,32.296,36.566,37.629,32.031,69.674,30.325,49.15,26.188,24.661,0.201,0.085
diamond-2,14,76561198384791695,0.367,32.407,0.401,5.555,32.0,331.4,55.282,5.785,4.446,8.926,22.543,31.074,0.526,63.995,12.356,63.938,33.466,2.594,41.02,29.06,30.76,40.09,78.664,21.335,59.579,27.216,13.204,0.136,0.136
diamond-2,14,76561198093849199,0.371,38.888,0.232,31.481,26.666,317.9,34.928,10.002,3.153,11.551,28.276,19.183,0.443,61.226,9.788,63.651,33.416,2.931,34.055,34.14,36.078,32.368,75.426,24.573,56.806,26.572,16.621,0.237,0.159
diamond-2,14,5ec28711ca68430180be3123edbccf86,0.383,35.416,0.165,6.25,16.166,275.0,23.191,10.95,2.628,5.464,21.842,18.817,0.544,58.913,7.065,66.099,31.951,1.948,31.564,35.0,32.215,32.69,71.717,28.282,52.78,28.295,18.923,0.217,0.364
diamond-2,14,128f27caa8c44d5ba14ab0080e016fa3,0.423,40.0,0.212,38.333,33.999,323.7,40.749,8.642,3.112,13.547,27.427,10.532,0.41,65.517,10.997,58.663,36.142,5.193,35.308,35.761,33.161,36.664,73.836,26.163,50.936,30.578,18.485,0.07,0.072
diamond-2,14,76561198991719576,0.384,42.592,0.204,18.518,35.0,329.8,18.358,8.971,3.711,5.602,18.814,12.461,0.628,60.547,7.23,60.795,35.674,3.529,28.783,34.876,40.4,27.088,76.132,23.867,46.334,31.403,22.261,0.024,0.1
diamond-2,14,76561198211462040,0.332,7.407,0.373,24.074,6.666,202.7,13.331,9.439,1.799,4.492,20.158,15.7,0.336,57.395,3.87,67.77,29.826,2.403,40.5,27.582,26.432,39.303,76.619,23.38,52.21,31.327,16.462,0.032,0.22
diamond-2,14,594446f6f3010900,0.412,39.166,0.167,27.083,32.0,272.7,20.682,9.835,2.497,10.413,36.405,6.79,0.506,61.591,7.76,56.057,40.739,3.202,28.876,35.316,38.204,27.276,70.952,29.047,44.572,30.054,25.372,0.119,0.14
diamond-2,14,76561198012702499,0.451,30.833,0.329,24.166,28.333,330.4,23.123,14.857,3.084,5.732,23.009,11.456,0.666,61.317,6.166,65.77,32.081,2.148,38.403,30.476,28.044,38.299,71.071,28.928,47.984,31.576,20.438,0.225,0.125
diamond-2,14,76561198128937288,0.54,39.166,0.28,3.333,40.666,388.5,32.48,10.32,4.66,10.714,24.379,13.361,0.939,65.773,10.54,59.027,37.214,3.758,31.866,36.421,35.731,32.3,69.291,30.708,48.689,31.739,19.571,0.04,0.219
platinum-3,12,788a2e4a38a24be4955a3cca3aa08567,0.396,33.333,0.204,9.259,32.5,250.7,22.387,7.823,2.717,6.949,19.637,16.265,0.509,60.439,7.369,67.011,30.78,2.208,33.953,33.452,31.683,36.897,71.615,28.384,51.553,30.8,17.646,0.133,0.079
platinum-3,12,7c96d3f78e034ea6b49cb0fa2d922f02,0.346,34.259,0.207,20.37,30.0,328.9,39.902,11.713,3.148,8.071,29.412,5.847,0.636,61.126,7.238,62.615,35.618,1.766,33.327,34.51,33.548,35.457,70.166,29.833,54.079,26.533,19.386,0.136,0.113
platinum-3,12,76561197989914461,0.324,37.333,0.074,20.0,41.666,461.9,73.99,9.345,4.992,21.376,39.967,8.312,0.981,69.295,18.864,52.429,43.369,4.201,30.211,41.855,34.252,37.096,63.653,36.346,43.942,30.949,25.108,0.283,0.194
platinum-3,12,3252981cb7ef4910b0932f2e589bebb9,0.291,11.481,0.093,5.555,13.333,304.9,41.016,8.323,3.237,9.386,29.995,13.873,0.439,62.395,7.302,65.147,31.604,3.248,40.399,32.405,30.84,40.997,72.94,27.059,55.156,28.367,16.476,0.208,0.13
platinum-3,12,76561198328925152,0.379,32.592,0.159,10.37,36.5,329.3,34.174,6.051,3.756,11.286,24.994,19.641,0.439,60.26,8.518,63.651,31.819,4.528,40.708,31.194,29.97,40.223,73.699,26.3,55.499,29.151,15.349,0.099,0.08
platinum-3,12,mortonp11,0.28,31.481,0.154,28.703,38.333,310.9,65.786,8.439,3.48,12.453,32.231,13.45,0.499,56.613,6.154,70.314,27.988,1.696,39.173,31.706,28.91,40.658,72.333,27.666,55.072,26.738,18.188,0.1,0.12
platinum-3,12,76561198070292244,0.457,42.5,0.159,21.666,43.333,345.1,36.836,8.888,3.585,12.443,32.255,15.407,0.618,61.417,8.985,57.954,39.264,2.78,31.17,36.711,35.582,33.32,69.305,30.694,45.881,30.464,23.653,0.239,0.04
platinum-3,12,03fa7baaf84e451d90b97ccd265fc661,0.345,17.0,0.153,17.0,24.166,293.4,26.038,10.207,2.808,7.711,23.923,14.856,0.36,59.013,6.544,63.078,33.688,3.232,35.385,29.926,36.187,28.76,75.21,24.789,49.817,32.674,17.507,0.171,0.141
platinum-3,12,4f0a241cce1247088788c5cc73593050,0.329,25.925,0.213,20.37,44.999,311.9,30.634,8.379,3.118,9.61,27.602,13.615,0.472,59.752,6.383,63.839,33.052,3.108,40.352,30.002,29.585,40.344,75.155,24.844,55.618,26.607,17.773,0.057,0.132
platinum-3,12,76561198162399848,0.347,37.037,0.155,40.74,40.0,343.0,92.568,9.037,3.463,9.248,27.049,9.453,0.845,62.795,12.086,63.178,35.294,1.526,31.776,36.611,31.487,37.673,71.924,28.075,46.632,29.093,24.273,0.137,0.134
platinum-3,12,Masta8326,0.249,26.851,0.145,45.555,20.0,247.5,34.929,7.719,2.313,7.049,25.79,9.464,0.406,60.886,5.995,62.732,34.655,2.612,32.107,34.266,33.908,33.13,73.032,26.967,49.0,28.656,22.342,0.117,0.098
platinum-3,12,76561197990991184,0.453,43.75,0.2,12.5,29.5,326.1,35.427,10.297,3.26,9.852,26.886,17.613,0.544,63.804,9.698,64.229,31.316,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,30.09,22.382,0.093,0.08
platinum-3,12,9468636bf0010900,0.47,42.407,0.152,35.74,42.499,301.3,34.936,6.373,3.994,7.114,19.712,22.858,0.674,60.247,8.634,60.903,37.049,2.047,34.434,34.43,31.52,36.076,72.723,27.276,49.754,30.383,19.861,0.113,0.148
platinum-3,12,738ec064fc010900,0.28,37.777,0.205,21.111,23.666,323.1,50.021,7.611,3.349,8.372,28.794,18.144,0.628,60.534,8.259,59.758,35.656,4.584,33.18,33.317,36.406,31.788,69.844,30.155,52.906,28.603,18.49,0.06,0.225
platinum-3,12,4ff3a00eeaa00900,0.225,20.833,0.191,22.5,22.5,254.2,64.008,10.857,3.358,2.8,12.772,11.595,0.732,67.395,13.693,57.52,41.693,0.786,42.783,31.817,20.851,53.424,74.65,25.349,56.784,26.571,16.644,0.348,0.17
platinum-3,12,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25.0,41.666,318.8,35.601,11.756,3.039,7.292,27.982,11.378,0.332,63.078,9.722,68.252,29.302,2.445,38.146,30.151,29.609,39.19,77.168,22.831,44.501,34.896,20.602,0.097,0.097
platinum-3,12,76561198128937288,0.54,39.166,0.28,3.333,40.666,388.5,32.48,10.32,4.66,10.714,24.379,13.361,0.939,65.773,10.54,59.027,37.214,3.758,31.866,36.421,35.731,32.3,69.291,30.708,48.689,31.739,19.571,0.04,0.219
platinum-3,12,1037560800000900,0.43,38.333,0.267,33.333,50.5,306.8,54.007,10.247,2.568,15.013,38.33,10.763,0.592,60.421,10.546,66.475,30.472,3.051,32.296,36.566,37.629,32.031,69.674,30.325,49.15,26.188,24.661,0.201,0.085
platinum-3,12,18db22c7ad04422780a3395207056d9c,0.557,40.0,0.165,18.333,38.333,375.3,99.061,11.408,3.507,22.175,49.19,10.782,0.938,66.217,13.763,67.291,31.968,0.74,29.733,37.872,33.844,32.678,71.71,28.289,46.631,26.58,26.788,0.186,0.079
platinum-3,12,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,20.588,11.707,2.383,8.102,27.153,13.513,0.265,57.626,3.978,68.606,28.372,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,29.505,13.271,0.113,0.073
platinum-3,12,76561197996921181,0.478,32.0,0.237,17.833,31.666,250.4,31.7,9.564,2.831,6.17,22.741,20.538,0.517,62.452,6.954,61.484,36.301,2.214,31.733,36.157,34.746,33.272,72.628,27.371,45.385,31.136,23.477,0.1,0.078
platinum-3,12,831c24e7f2010900,0.34,42.142,0.14,5.714,24.166,209.4,36.62,8.08,1.56,16.962,36.901,9.177,0.219,55.408,4.498,61.441,35.934,2.624,34.747,35.716,35.947,36.829,71.198,28.801,48.19,28.904,22.905,0.02,0.22
platinum-3,12,76561198816594023,0.442,24.166,0.174,25.833,21.249,393.6,46.582,10.762,3.642,16.425,38.429,8.202,0.682,64.091,11.022,58.918,38.256,2.824,29.473,38.696,38.196,29.108,69.511,30.488,47.637,30.624,21.737,0.154,0.101
platinum-3,12,76561198401010214,0.113,12.5,0.412,19.791,10.0,196.8,5.485,11.652,1.592,3.281,16.583,16.358,0.052,52.63,3.249,64.134,34.567,1.297,55.262,21.908,28.176,44.197,82.027,17.972,73.255,18.117,8.626,0.0,0.064
platinum-3,12,b230e30e00000900,0.493,45.0,0.282,21.666,39.166,230.9,22.655,7.349,2.599,4.201,19.582,15.524,0.482,59.46,5.584,55.446,41.477,3.075,33.118,34.085,33.678,35.393,70.603,29.396,52.909,25.137,21.952,0.038,0.143
platinum-3,12,08f37126a4e448cb96f5e558c2869590,0.611,68.75,0.254,13.541,36.833,382.7,92.853,12.114,3.365,12.718,30.799,10.91,0.708,64.421,11.872,63.854,33.895,2.25,36.999,35.77,36.516,36.482,75.819,24.18,55.457,26.609,17.932,0.098,0.106
platinum-3,12,3aa93dde0e174f48998e58934a9f5cd2,0.236,13.541,0.128,7.291,14.166,231.5,43.909,6.96,2.536,5.612,19.839,23.683,0.238,59.108,5.83,64.975,33.635,1.389,30.093,33.8,34.312,31.452,73.388,26.611,53.129,29.665,17.204,0.094,0.071
